,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup,stockInvestmentRatio
4077,3791,1999,0,4,42,3.52,43.45,8.99,35.97,0,0.0,21.14,17.61,23.48,5.87,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4078,1585,1999,0,1,39,0.59,41.1,22.97,22.97,1,18.79,0.0,51.08,51.08,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.36785434612372747
4079,5376,1999,1,6,40,0.0,34.05,5.1,30.59,0,0.0,0.0,0.0,25.83,25.83,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4080,1555,1999,1,4,39,0.0,1.08,4.91,19.62,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4082,3690,1999,1,4,32,0.59,17.61,4.45,17.8,1,35.23,0.0,31.7,51.67,19.96,Divorced,employed,college,Black,finance,owner,High,Yes,20-40,1990s,0.0
4083,1824,1999,0,6,50,0.0,58.71,9.49,56.92,0,0.0,0.0,0.0,52.84,52.84,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4084,2009,1999,0,5,46,2.94,54.95,7.78,38.91,0,0.0,29.36,214.89,270.08,55.19,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4088,4909,1999,1,6,40,0.35,29.36,2.64,15.85,0,0.0,0.0,7.34,-12.62,-19.96,neverMarried,employed,highSchool,Black,noneFinance,owner,Low,No,20-40,1990s,0.0
4089,1119,1999,1,10,38,0.0,11.74,1.28,12.84,0,0.0,0.0,-29.36,-29.36,0.0,neverMarried,employed,highSchool,Black,finance,renter,Low,Yes,20-40,1990s,-0.0
4090,895,1999,1,5,37,23.48,21.14,3.05,15.23,0,0.0,29.36,64.58,64.58,0.0,neverMarried,employed,highSchool,Black,noneFinance,owner,Low,No,20-40,1990s,0.0
4091,3516,1999,1,4,44,0.15,57.54,9.49,37.97,0,0.0,0.0,23.64,23.64,0.0,Married,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4092,2525,1999,0,4,49,0.0,54.02,4.61,18.43,0,0.0,0.0,46.97,49.32,2.35,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4093,4257,1999,1,3,56,0.0,38.16,4.15,12.46,0,0.0,0.0,0.0,85.72,85.72,Married,retired,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4094,1668,1999,0,3,47,0.0,69.28,13.56,40.68,0,0.0,0.0,14.09,14.09,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4095,6573,1999,0,6,39,0.35,39.92,5.34,32.03,0,0.0,0.0,-3.17,-3.17,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
4097,3124,1999,1,2,44,0.0,56.95,9.39,18.78,0,0.0,46.97,115.08,197.27,82.2,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4098,1826,1999,0,1,51,0.0,27.01,10.39,10.39,0,0.0,0.0,-7.05,-7.05,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
4099,2734,1999,0,4,39,0.0,16.67,5.56,22.23,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4100,762,1999,0,6,51,0.47,54.02,5.79,34.73,0,0.0,0.0,2.82,15.15,12.33,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4101,5673,1999,1,5,43,0.0,46.97,4.34,21.7,1,0.35,0.0,-5.52,-5.52,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4104,182,1999,0,2,46,0.47,3.32,4.42,8.85,0,0.0,0.0,0.47,0.47,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4106,6876,1999,0,4,41,29.36,123.3,13.08,52.31,1,93.94,58.71,228.98,334.66,105.68,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.41025417066992753
4107,2356,1999,1,5,41,0.0,0.35,1.76,8.81,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4112,5121,1999,0,6,32,0.0,0.0,1.0,5.99,0,0.0,0.0,-1.17,-1.17,0.0,neverMarried,unemployed,college,Black,finance,renter,High,Yes,20-40,1990s,-0.0
4113,6450,1999,0,6,39,0.0,0.0,3.46,20.74,0,0.0,0.0,1.17,1.17,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4114,5803,1999,3,4,30,0.0,17.61,6.08,24.33,0,0.0,0.0,614.13,614.13,0.0,Separated,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
4116,6473,1999,0,5,50,0.0,37.58,6.47,32.35,0,0.0,0.0,17.61,90.42,72.8,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4117,1362,1999,0,2,52,0.0,84.55,4.87,9.73,0,0.0,0.0,0.0,0.0,0.0,Separated,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4118,636,1999,1,5,51,0.0,0.0,1.93,9.66,0,0.0,0.0,0.0,46.97,46.97,Separated,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4119,5509,1999,2,4,31,0.12,45.8,9.39,37.55,0,0.0,0.0,4.81,35.34,30.53,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4122,2822,1999,0,2,31,0.59,20.18,12.88,25.76,0,0.0,0.0,-2.35,-2.35,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
4123,6967,1999,4,5,32,0.0,34.05,3.88,19.4,0,0.0,0.0,0.0,4.22,4.22,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4124,242,1999,0,1,60,0.12,0.0,12.79,12.79,0,0.0,0.0,5.75,5.75,0.0,Divorced,retired,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4125,425,1999,1,4,35,0.0,11.74,3.58,14.32,0,0.0,0.0,-1.76,-1.76,0.0,neverMarried,unemployed,highSchool,otherRace,noneFinance,renter,Low,No,20-40,1990s,-0.0
4126,52,1999,0,3,36,0.0,35.23,7.38,22.14,0,0.0,0.0,17.61,17.61,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4128,240,1999,1,5,39,0.59,70.45,6.91,34.57,0,0.0,0.0,-5.28,22.9,28.18,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,-0.0
4129,1287,1999,0,5,40,2.35,182.01,6.85,34.26,0,0.0,0.0,10.57,169.09,158.52,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4130,866,1999,0,2,43,0.23,37.58,11.49,22.97,0,0.0,17.61,70.69,70.69,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4131,5302,1999,1,5,41,0.0,3.52,2.53,12.67,0,0.0,0.0,0.0,0.0,0.0,Widowed,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4133,1363,1999,0,3,40,4.7,70.45,12.18,36.54,1,2.35,11.74,66.93,102.16,35.23,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.03511131032421933
4134,3727,1999,1,6,48,0.0,44.15,5.22,31.31,0,0.0,0.0,26.19,102.51,76.33,Separated,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4136,5793,1999,0,2,38,0.05,46.97,14.19,28.38,0,0.0,0.0,3.57,81.07,77.5,Divorced,employed,college,Black,finance,owner,High,Yes,20-40,1990s,0.0
4138,4158,1999,2,3,41,5.87,144.43,20.37,61.11,1,234.85,11.74,293.56,569.51,275.95,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.8000068129172911
4139,3091,1999,2,1,41,52.84,68.11,42.14,42.14,0,0.0,0.0,123.3,123.3,0.0,Separated,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4140,2963,1999,0,3,51,0.82,22.9,9.72,29.15,0,0.0,1.06,44.15,44.15,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4141,1715,1999,0,3,38,0.0,55.19,5.81,17.43,0,0.0,0.0,21.14,21.14,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4142,2795,1999,1,3,37,0.0,0.0,2.65,7.94,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4143,3001,1999,0,2,34,0.94,38.05,11.42,22.84,0,0.0,0.0,5.64,5.64,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4149,6500,1999,0,3,39,0.59,18.2,7.7,23.09,0,0.0,0.0,2.35,2.35,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4151,6880,1999,1,4,39,0.0,10.57,5.28,21.13,0,0.0,0.0,5.87,5.87,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4152,3314,1999,0,3,31,0.0,22.31,6.82,20.46,0,0.0,0.0,0.47,0.47,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4153,4977,1999,0,5,47,0.0,35.23,4.46,22.31,0,0.0,0.0,9.39,64.58,55.19,Separated,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4154,3508,1999,0,4,45,0.12,90.53,15.14,60.57,0,0.0,0.0,8.34,8.34,0.0,Married,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4156,4587,1999,0,3,45,3.52,70.45,12.43,37.29,0,0.0,0.0,18.79,29.36,10.57,neverMarried,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4157,910,1999,0,5,35,0.0,58.12,4.42,22.1,1,0.08,0.0,7.13,11.82,4.7,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.011220196353436185
4158,123,1999,1,3,49,0.0,0.0,4.0,11.99,0,0.0,0.0,7.52,7.52,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4164,1667,1999,0,2,34,0.59,54.02,12.35,24.7,0,0.0,0.0,6.11,64.82,58.71,Married,employed,highSchool,AmericanIndian,noneFinance,owner,Low,No,20-40,1990s,0.0
4165,2410,1999,0,2,50,4.7,67.87,20.25,40.49,0,0.0,0.0,5.87,10.57,4.7,Married,employed,college,White,finance,owner,High,Yes,40-60,1990s,0.0
4166,3321,1999,1,3,41,3.52,102.16,17.76,53.28,0,0.0,0.0,24.31,24.31,0.0,Married,employed,highSchool,AmericanIndian,noneFinance,renter,Low,No,40-60,1990s,0.0
4170,5980,1999,0,1,46,0.12,30.53,16.57,16.57,0,0.0,0.0,24.78,64.7,39.92,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4171,5823,1999,0,2,45,0.0,0.0,6.45,12.89,0,0.0,0.0,-54.6,-43.01,11.59,neverMarried,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,-0.0
4172,6029,1999,0,4,42,2.35,82.2,9.56,38.25,0,0.0,0.0,184.36,223.11,38.75,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4173,6032,1999,0,1,32,1.29,49.91,22.49,22.49,1,0.59,0.0,1.88,1.88,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.31382978723404253
4175,2905,1999,0,3,56,9.39,109.2,16.39,49.18,0,0.0,5.87,134.45,146.19,11.74,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4177,1947,1999,1,4,51,1.53,99.11,14.0,56.01,0,0.0,83.37,75.5,117.78,42.27,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4178,1859,1999,0,2,31,3.52,38.75,11.87,23.73,0,0.0,0.0,5.87,5.87,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4179,4246,1999,2,1,47,0.94,41.1,17.21,17.21,0,0.0,0.0,3.29,3.29,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4180,5981,1999,0,1,43,0.0,1.41,7.66,7.66,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4181,5856,1999,0,5,40,0.0,0.0,1.81,9.07,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
4182,5691,1999,3,2,44,0.0,36.4,12.24,24.48,0,0.0,23.48,41.74,61.71,19.96,Divorced,employed,college,Black,finance,owner,High,Yes,40-60,1990s,0.0
4183,152,1999,1,3,60,0.0,0.0,10.65,31.95,0,0.0,0.0,2.35,39.92,37.58,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4184,3255,1999,1,4,42,3.17,34.52,4.5,18.02,0,0.0,0.0,12.56,54.84,42.27,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4185,3702,1999,1,4,43,46.97,47.99,7.45,29.81,0,0.0,0.0,49.91,102.75,52.84,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4189,3378,1999,1,4,34,35.23,57.19,6.96,27.83,0,0.0,0.0,62.23,85.72,23.48,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4190,3504,1999,0,2,35,0.02,24.66,9.27,18.54,1,5.87,0.0,8.24,8.24,0.0,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.712378640776699
4191,3599,1999,0,5,40,8.22,102.75,11.12,55.6,0,0.0,0.0,22.08,72.57,50.49,Married,employed,postGraduate,Black,finance,owner,High,Yes,20-40,1990s,0.0
4193,4666,1999,1,8,36,0.0,0.0,0.66,5.26,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
4194,1848,1999,0,2,43,0.17,18.2,7.17,14.35,0,0.0,0.0,-17.44,-17.44,0.0,Separated,employed,highSchool,Black,finance,renter,Low,Yes,40-60,1990s,-0.0
4195,2369,1999,0,1,47,0.0,16.27,3.52,3.52,0,0.0,0.0,0.0,0.0,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4197,2885,1999,3,1,45,1.17,33.23,34.98,34.98,0,0.0,0.0,1.17,1.17,0.0,Separated,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4198,2951,1999,0,3,45,0.7,32.88,9.53,28.58,0,0.0,0.0,5.4,55.89,50.49,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4201,3649,1999,0,4,42,11.74,98.22,9.29,37.15,1,7.05,0.0,10.57,51.67,41.1,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.6669820245979186
4202,2660,1999,0,3,37,2.94,59.9,10.21,30.63,0,0.0,0.0,15.85,30.53,14.68,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4203,4824,1999,1,9,46,0.0,22.9,2.99,26.92,0,0.0,0.0,6.98,42.2,35.23,neverMarried,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4205,1648,1999,0,2,45,2.94,17.61,5.68,11.37,0,0.0,0.0,78.32,148.78,70.45,neverMarried,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4206,6131,1999,0,5,37,5.87,68.22,8.89,44.44,0,0.0,0.0,-22.31,10.53,32.84,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,-0.0
4207,3252,1999,1,6,35,0.0,18.2,2.67,16.04,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4208,5252,1999,1,2,59,0.0,38.75,13.92,27.85,0,0.0,0.0,46.97,103.33,56.36,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4209,6454,1999,0,4,44,2.35,78.67,11.08,44.33,0,0.0,0.7,108.73,132.22,23.48,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4210,1016,1999,1,4,50,14.09,118.6,13.07,52.28,0,0.0,31.7,127.99,234.85,106.86,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4212,1432,1999,0,1,60,0.0,4.11,3.5,3.5,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4213,1724,1999,1,3,41,0.0,34.05,2.98,8.93,0,0.0,0.0,0.0,0.0,0.0,Widowed,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4214,2574,1999,1,6,45,0.0,56.95,3.02,18.12,0,0.0,0.0,5.87,23.48,17.61,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4215,943,1999,0,3,32,2.35,20.55,7.39,22.17,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4216,1337,1999,0,2,38,0.16,17.61,11.97,23.94,0,0.0,0.0,0.4,0.4,0.0,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4217,1899,1999,8,5,34,0.0,3.52,1.23,6.14,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4220,1294,1999,0,5,32,0.0,16.44,4.61,23.05,0,0.0,0.0,0.35,0.35,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4221,1292,1999,1,3,52,0.0,36.05,7.14,21.43,1,6.46,4.7,17.03,38.75,21.72,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.37933059307105105
4222,3958,1999,5,4,31,0.59,78.44,7.52,30.06,0,0.0,0.0,8.81,8.81,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4225,6074,1999,2,2,49,0.0,9.39,3.65,7.31,0,0.0,0.0,0.0,0.0,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4226,4651,1999,0,4,47,0.0,0.05,1.25,5.0,0,0.0,0.0,0.0,0.0,0.0,Separated,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4227,4342,1999,0,2,44,0.0,3.52,3.93,7.85,0,0.0,0.0,2.35,19.96,17.61,Separated,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4228,3400,1999,0,1,41,0.0,4.7,10.25,10.25,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4229,2553,1999,5,2,37,2.11,19.96,7.53,15.06,0,0.0,0.0,11.51,105.79,94.28,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4230,4095,1999,0,1,35,0.23,25.83,12.35,12.35,0,0.0,0.0,3.76,7.28,3.52,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4231,2046,1999,1,2,54,0.0,23.73,3.82,7.64,0,0.0,0.0,0.0,58.71,58.71,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4233,3637,1999,0,4,38,17.61,98.64,16.46,65.84,0,0.0,0.0,66.93,110.38,43.45,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4235,1302,1999,0,3,51,0.0,17.97,6.55,19.64,0,0.0,0.0,-1.17,-1.17,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
4236,142,1999,0,3,44,0.47,49.32,6.32,18.95,0,0.0,0.0,12.21,12.21,0.0,Married,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4239,4439,1999,0,5,44,0.0,0.0,4.05,20.23,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4240,716,1999,0,2,43,0.0,8.22,7.1,14.2,0,0.0,0.0,0.59,0.59,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4241,715,1999,0,2,42,0.0,6.11,5.35,10.7,0,0.0,0.0,10.57,10.57,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4242,1144,1999,0,2,34,0.0,34.05,2.96,5.92,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4244,5975,1999,1,4,48,41.1,142.67,11.22,44.87,1,23.48,0.0,105.68,170.27,64.58,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.2221801665404996
4245,4596,1999,0,3,44,0.0,26.66,6.42,19.26,0,0.0,0.0,-8.45,50.26,58.71,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,-0.0
4246,5847,1999,0,4,51,0.0,45.91,8.54,34.15,0,0.0,0.0,1.76,1.76,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4248,3809,1999,4,4,37,0.0,25.83,9.05,36.18,0,0.0,0.0,2.35,-7.52,-9.87,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,20-40,1990s,0.0
4250,814,1999,0,2,35,0.23,21.37,3.02,6.05,0,0.0,0.0,2.58,26.07,23.48,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4251,385,1999,2,1,32,0.0,34.05,31.33,31.33,0,0.0,0.0,3.05,3.05,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4252,145,1999,0,3,49,0.0,0.0,2.28,6.85,0,0.0,0.0,2.35,12.92,10.57,Divorced,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4253,6574,1999,0,3,44,0.35,23.48,4.31,12.92,0,0.0,0.0,86.07,86.07,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4255,2962,1999,0,1,58,0.0,0.0,11.07,11.07,0,0.0,0.0,0.59,0.59,0.0,Widowed,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4256,3291,1999,0,2,43,0.11,0.0,6.43,12.86,0,0.0,0.0,-0.01,-0.01,0.0,Widowed,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
4258,4777,1999,1,5,38,1.17,61.06,6.28,31.4,0,0.0,0.0,24.66,25.25,0.59,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4259,3665,1999,0,3,36,0.0,8.45,3.0,9.01,0,0.0,0.0,0.35,0.35,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4262,518,1999,0,5,44,0.0,0.06,2.94,14.69,0,0.0,0.0,1.17,0.0,-1.17,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4263,6615,1999,0,1,34,0.0,3.52,7.09,7.09,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4266,576,1999,0,2,48,11.74,58.71,19.31,38.61,0,0.0,0.0,36.4,92.77,56.36,Separated,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4267,6458,1999,0,4,53,5.87,121.09,14.01,56.04,0,0.0,5.87,293.56,352.27,58.71,Married,employed,college,Black,finance,owner,High,Yes,40-60,1990s,0.0
4268,4606,1999,3,3,34,0.03,21.14,7.4,22.21,0,0.0,0.0,1.2,1.2,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4271,6887,1999,0,3,37,3.52,54.02,8.47,25.41,0,0.0,0.0,6.46,12.33,5.87,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4272,183,1999,0,1,44,3.52,36.75,14.74,14.74,0,0.0,0.0,3.41,3.41,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4273,1689,1999,0,4,47,14.09,42.04,7.27,29.08,0,0.0,0.0,30.53,69.28,38.75,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4274,4205,1999,1,4,41,3.52,63.41,13.47,53.87,0,0.0,0.0,4.81,16.56,11.74,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4276,4560,1999,0,5,30,0.0,45.8,3.03,15.17,0,0.0,0.0,3.52,3.52,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4278,637,1999,0,1,45,0.0,0.0,7.35,7.35,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4280,2352,1999,0,1,44,1.29,65.73,28.96,28.96,0,0.0,0.0,-20.44,-20.44,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
4282,941,1999,0,1,36,0.0,21.14,9.08,9.08,0,0.0,0.0,3.52,3.52,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4283,4274,1999,0,4,58,0.0,9.39,6.62,26.48,0,0.0,0.0,17.61,60.57,42.96,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4284,4991,1999,0,3,34,0.0,0.3,4.04,12.12,0,0.0,0.0,4.46,4.46,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4285,5931,1999,0,4,39,0.59,51.67,8.17,32.7,0,0.0,0.0,28.77,146.19,117.42,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4286,4702,1999,8,4,44,4.7,102.16,10.69,42.78,0,0.0,0.0,158.52,201.97,43.45,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4287,6141,1999,1,4,40,0.7,0.0,4.31,17.25,0,0.0,0.0,41.57,41.57,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4288,3530,1999,0,2,36,4.7,25.46,9.9,19.8,1,8.22,0.0,12.92,12.92,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.6362229102167183
4289,5635,1999,8,1,34,0.0,21.14,19.15,19.15,0,0.0,0.0,3.52,62.23,58.71,neverMarried,employed,college,Black,finance,owner,High,Yes,20-40,1990s,0.0
4290,3389,1999,0,4,46,17.61,54.25,6.15,24.61,0,0.0,0.0,25.83,55.19,29.36,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4291,6451,1999,1,3,39,0.59,36.4,9.03,27.1,0,0.0,0.0,9.98,11.16,1.17,Separated,employed,postGraduate,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4292,3645,1999,0,3,46,3.52,64.58,16.31,48.92,0,0.0,0.0,109.2,179.66,70.45,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4293,583,1999,0,7,35,0.0,11.74,3.51,24.55,0,0.0,0.0,1.53,1.53,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
