,Unnamed: 0,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup
3728,4171,5823,1999,0,2,45,0.0,0.0,6.45,12.89,0,0.0,0.0,-54.6,-43.01,11.59,neverMarried,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3729,4172,6029,1999,0,4,42,2.35,82.2,9.56,38.25,0,0.0,0.0,184.36,223.11,38.75,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3730,4173,6032,1999,0,1,32,1.29,49.91,22.49,22.49,1,0.59,0.0,1.88,1.88,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3732,4175,2905,1999,0,3,56,9.39,109.2,16.39,49.18,0,0.0,5.87,134.45,146.19,11.74,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3734,4177,1947,1999,1,4,51,1.53,99.11,14.0,56.01,0,0.0,83.37,75.5,117.78,42.27,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3735,4178,1859,1999,0,2,31,3.52,38.75,11.87,23.73,0,0.0,0.0,5.87,5.87,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s
3736,4179,4246,1999,2,1,47,0.94,41.1,17.21,17.21,0,0.0,0.0,3.29,3.29,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3737,4180,5981,1999,0,1,43,0.0,1.41,7.66,7.66,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3738,4181,5856,1999,0,5,40,0.0,0.0,1.81,9.07,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3739,4182,5691,1999,3,2,44,0.0,36.4,12.24,24.48,0,0.0,23.48,41.74,61.71,19.96,Divorced,employed,college,Black,finance,owner,High,Yes,40-60,1990s
3740,4183,152,1999,1,3,60,0.0,0.0,10.65,31.95,0,0.0,0.0,2.35,39.92,37.58,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,60-80,1990s
3741,4184,3255,1999,1,4,42,3.17,34.52,4.5,18.02,0,0.0,0.0,12.56,54.84,42.27,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3742,4185,3702,1999,1,4,43,46.97,47.99,7.45,29.81,0,0.0,0.0,49.91,102.75,52.84,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3746,4189,3378,1999,1,4,34,35.23,57.19,6.96,27.83,0,0.0,0.0,62.23,85.72,23.48,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3747,4190,3504,1999,0,2,35,0.02,24.66,9.27,18.54,1,5.87,0.0,8.24,8.24,0.0,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3748,4191,3599,1999,0,5,40,8.22,102.75,11.12,55.6,0,0.0,0.0,22.08,72.57,50.49,Married,employed,postGraduate,Black,finance,owner,High,Yes,40-60,1990s
3749,4193,4666,1999,1,8,36,0.0,0.0,0.66,5.26,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s
3750,4194,1848,1999,0,2,43,0.17,18.2,7.17,14.35,0,0.0,0.0,-17.44,-17.44,0.0,Separated,employed,highSchool,Black,finance,renter,Low,Yes,40-60,1990s
3751,4195,2369,1999,0,1,47,0.0,16.27,3.52,3.52,0,0.0,0.0,0.0,0.0,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3753,4197,2885,1999,3,1,45,1.17,33.23,34.98,34.98,0,0.0,0.0,1.17,1.17,0.0,Separated,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s
3754,4198,2951,1999,0,3,45,0.7,32.88,9.53,28.58,0,0.0,0.0,5.4,55.89,50.49,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3757,4201,3649,1999,0,4,42,11.74,98.22,9.29,37.15,1,7.05,0.0,10.57,51.67,41.1,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3758,4202,2660,1999,0,3,37,2.94,59.9,10.21,30.63,0,0.0,0.0,15.85,30.53,14.68,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3759,4203,4824,1999,1,9,46,0.0,22.9,2.99,26.92,0,0.0,0.0,6.98,42.2,35.23,neverMarried,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3761,4205,1648,1999,0,2,45,2.94,17.61,5.68,11.37,0,0.0,0.0,78.32,148.78,70.45,neverMarried,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3762,4206,6131,1999,0,5,37,5.87,68.22,8.89,44.44,0,0.0,0.0,-22.31,10.53,32.84,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3763,4207,3252,1999,1,6,35,0.0,18.2,2.67,16.04,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3764,4208,5252,1999,1,2,59,0.0,38.75,13.92,27.85,0,0.0,0.0,46.97,103.33,56.36,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3765,4209,6454,1999,0,4,44,2.35,78.67,11.08,44.33,0,0.0,0.7,108.73,132.22,23.48,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3766,4210,1016,1999,1,4,50,14.09,118.6,13.07,52.28,0,0.0,31.7,127.99,234.85,106.86,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3767,4212,1432,1999,0,1,60,0.0,4.11,3.5,3.5,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,60-80,1990s
3768,4213,1724,1999,1,3,41,0.0,34.05,2.98,8.93,0,0.0,0.0,0.0,0.0,0.0,Widowed,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3769,4214,2574,1999,1,6,45,0.0,56.95,3.02,18.12,0,0.0,0.0,5.87,23.48,17.61,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3770,4215,943,1999,0,3,32,2.35,20.55,7.39,22.17,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3771,4216,1337,1999,0,2,38,0.16,17.61,11.97,23.94,0,0.0,0.0,0.4,0.4,0.0,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3772,4217,1899,1999,8,5,34,0.0,3.52,1.23,6.14,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3775,4220,1294,1999,0,5,32,0.0,16.44,4.61,23.05,0,0.0,0.0,0.35,0.35,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3776,4221,1292,1999,1,3,52,0.0,36.05,7.14,21.43,1,6.46,4.7,17.03,38.75,21.72,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3777,4222,3958,1999,5,4,31,0.59,78.44,7.52,30.06,0,0.0,0.0,8.81,8.81,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3780,4225,6074,1999,2,2,49,0.0,9.39,3.65,7.31,0,0.0,0.0,0.0,0.0,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3781,4226,4651,1999,0,4,47,0.0,0.05,1.25,5.0,0,0.0,0.0,0.0,0.0,0.0,Separated,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3782,4227,4342,1999,0,2,44,0.0,3.52,3.93,7.85,0,0.0,0.0,2.35,19.96,17.61,Separated,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3783,4228,3400,1999,0,1,41,0.0,4.7,10.25,10.25,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s
3784,4229,2553,1999,5,2,37,2.11,19.96,7.53,15.06,0,0.0,0.0,11.51,105.79,94.28,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3785,4230,4095,1999,0,1,35,0.23,25.83,12.35,12.35,0,0.0,0.0,3.76,7.28,3.52,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3786,4231,2046,1999,1,2,54,0.0,23.73,3.82,7.64,0,0.0,0.0,0.0,58.71,58.71,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3788,4233,3637,1999,0,4,38,17.61,98.64,16.46,65.84,0,0.0,0.0,66.93,110.38,43.45,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3790,4235,1302,1999,0,3,51,0.0,17.97,6.55,19.64,0,0.0,0.0,-1.17,-1.17,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3791,4236,142,1999,0,3,44,0.47,49.32,6.32,18.95,0,0.0,0.0,12.21,12.21,0.0,Married,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3794,4239,4439,1999,0,5,44,0.0,0.0,4.05,20.23,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s
3795,4240,716,1999,0,2,43,0.0,8.22,7.1,14.2,0,0.0,0.0,0.59,0.59,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3796,4241,715,1999,0,2,42,0.0,6.11,5.35,10.7,0,0.0,0.0,10.57,10.57,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3797,4242,1144,1999,0,2,34,0.0,34.05,2.96,5.92,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s
3799,4244,5975,1999,1,4,48,41.1,142.67,11.22,44.87,1,23.48,0.0,105.68,170.27,64.58,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3800,4245,4596,1999,0,3,44,0.0,26.66,6.42,19.26,0,0.0,0.0,-8.45,50.26,58.71,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3801,4246,5847,1999,0,4,51,0.0,45.91,8.54,34.15,0,0.0,0.0,1.76,1.76,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3803,4248,3809,1999,4,4,37,0.0,25.83,9.05,36.18,0,0.0,0.0,2.35,-7.52,-9.87,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,20-40,1990s
3805,4250,814,1999,0,2,35,0.23,21.37,3.02,6.05,0,0.0,0.0,2.58,26.07,23.48,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3806,4251,385,1999,2,1,32,0.0,34.05,31.33,31.33,0,0.0,0.0,3.05,3.05,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3807,4252,145,1999,0,3,49,0.0,0.0,2.28,6.85,0,0.0,0.0,2.35,12.92,10.57,Divorced,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3808,4253,6574,1999,0,3,44,0.35,23.48,4.31,12.92,0,0.0,0.0,86.07,86.07,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3810,4255,2962,1999,0,1,58,0.0,0.0,11.07,11.07,0,0.0,0.0,0.59,0.59,0.0,Widowed,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3811,4256,3291,1999,0,2,43,0.11,0.0,6.43,12.86,0,0.0,0.0,-0.01,-0.01,0.0,Widowed,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3813,4258,4777,1999,1,5,38,1.17,61.06,6.28,31.4,0,0.0,0.0,24.66,25.25,0.59,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3814,4259,3665,1999,0,3,36,0.0,8.45,3.0,9.01,0,0.0,0.0,0.35,0.35,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3817,4262,518,1999,0,5,44,0.0,0.06,2.94,14.69,0,0.0,0.0,1.17,0.0,-1.17,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3818,4263,6615,1999,0,1,34,0.0,3.52,7.09,7.09,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s
3821,4266,576,1999,0,2,48,11.74,58.71,19.31,38.61,0,0.0,0.0,36.4,92.77,56.36,Separated,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3822,4267,6458,1999,0,4,53,5.87,121.09,14.01,56.04,0,0.0,5.87,293.56,352.27,58.71,Married,employed,college,Black,finance,owner,High,Yes,40-60,1990s
3823,4268,4606,1999,3,3,34,0.03,21.14,7.4,22.21,0,0.0,0.0,1.2,1.2,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s
3825,4271,6887,1999,0,3,37,3.52,54.02,8.47,25.41,0,0.0,0.0,6.46,12.33,5.87,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3826,4272,183,1999,0,1,44,3.52,36.75,14.74,14.74,0,0.0,0.0,3.41,3.41,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3827,4273,1689,1999,0,4,47,14.09,42.04,7.27,29.08,0,0.0,0.0,30.53,69.28,38.75,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3828,4274,4205,1999,1,4,41,3.52,63.41,13.47,53.87,0,0.0,0.0,4.81,16.56,11.74,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3830,4276,4560,1999,0,5,30,0.0,45.8,3.03,15.17,0,0.0,0.0,3.52,3.52,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3832,4278,637,1999,0,1,45,0.0,0.0,7.35,7.35,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s
3834,4280,2352,1999,0,1,44,1.29,65.73,28.96,28.96,0,0.0,0.0,-20.44,-20.44,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3836,4282,941,1999,0,1,36,0.0,21.14,9.08,9.08,0,0.0,0.0,3.52,3.52,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3837,4283,4274,1999,0,4,58,0.0,9.39,6.62,26.48,0,0.0,0.0,17.61,60.57,42.96,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3838,4284,4991,1999,0,3,34,0.0,0.3,4.04,12.12,0,0.0,0.0,4.46,4.46,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3839,4285,5931,1999,0,4,39,0.59,51.67,8.17,32.7,0,0.0,0.0,28.77,146.19,117.42,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3840,4286,4702,1999,8,4,44,4.7,102.16,10.69,42.78,0,0.0,0.0,158.52,201.97,43.45,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3841,4287,6141,1999,1,4,40,0.7,0.0,4.31,17.25,0,0.0,0.0,41.57,41.57,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3842,4288,3530,1999,0,2,36,4.7,25.46,9.9,19.8,1,8.22,0.0,12.92,12.92,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3843,4289,5635,1999,8,1,34,0.0,21.14,19.15,19.15,0,0.0,0.0,3.52,62.23,58.71,neverMarried,employed,college,Black,finance,owner,High,Yes,20-40,1990s
3844,4290,3389,1999,0,4,46,17.61,54.25,6.15,24.61,0,0.0,0.0,25.83,55.19,29.36,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3845,4291,6451,1999,1,3,39,0.59,36.4,9.03,27.1,0,0.0,0.0,9.98,11.16,1.17,Separated,employed,postGraduate,Black,noneFinance,owner,High,No,20-40,1990s
3846,4292,3645,1999,0,3,46,3.52,64.58,16.31,48.92,0,0.0,0.0,109.2,179.66,70.45,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3847,4293,583,1999,0,7,35,0.0,11.74,3.51,24.55,0,0.0,0.0,1.53,1.53,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s
3849,4295,6736,1999,1,5,49,1.17,51.67,9.32,46.58,0,0.0,0.0,-2.94,19.38,22.31,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3850,4296,68,1999,0,4,33,5.87,72.8,7.63,30.54,0,0.0,0.0,8.81,8.81,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3851,4297,1504,1999,0,2,59,2.94,39.92,10.49,20.98,1,234.85,7.05,374.0,585.36,211.36,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3852,4298,1684,1999,0,1,38,0.41,43.33,20.81,20.81,0,0.0,0.12,-10.05,-10.05,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s
3853,4299,4281,1999,0,6,38,3.52,45.21,5.35,32.11,0,0.0,0.0,5.87,51.67,45.8,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3855,4301,4265,1999,0,2,39,0.0,35.23,19.65,39.3,0,0.0,0.0,-2.35,-2.35,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s
3857,4303,5576,1999,2,5,49,0.0,25.25,0.91,4.56,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3859,4305,5353,1999,1,5,38,0.0,25.83,3.7,18.52,0,0.0,0.0,3.05,50.02,46.97,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3861,4307,5268,1999,0,3,49,3.52,31.54,4.83,14.5,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,finance,renter,High,Yes,40-60,1990s
3862,4308,4870,1999,0,3,48,0.94,51.67,13.04,39.12,1,11.74,7.05,21.78,45.27,23.48,Divorced,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3867,4313,6219,1999,0,5,32,23.48,159.7,8.19,40.94,1,117.42,31.7,563.64,563.64,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s
3869,4315,2198,1999,0,4,33,1.64,37.58,5.67,22.69,0,0.0,0.0,15.73,88.54,72.8,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3870,4316,3764,1999,0,4,45,0.0,0.0,2.86,11.42,0,0.0,0.0,0.0,0.0,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s
3871,4317,4196,1999,1,1,37,2.94,48.14,34.42,34.42,0,0.0,0.0,81.61,114.49,32.88,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3872,4318,2786,1999,1,3,34,1.76,33.94,11.89,35.67,0,0.0,0.0,13.5,13.5,0.0,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3874,4320,1879,1999,0,1,42,0.06,24.66,12.75,12.75,1,2.35,0.0,8.28,8.28,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
3876,4322,2252,1999,0,1,47,0.0,0.0,11.41,11.41,0,0.0,0.0,23.37,23.37,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s
3878,4324,4524,1999,0,4,39,0.23,21.72,4.61,18.43,0,0.0,0.0,0.82,0.82,0.0,Separated,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s
3879,4325,4893,1999,1,2,48,0.01,0.1,4.93,9.85,0,0.0,0.0,8.23,8.23,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
3880,4326,6612,1999,0,4,32,0.35,34.05,6.47,25.86,0,0.0,0.0,8.57,8.57,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3882,4328,1338,1999,8,4,43,0.0,35.23,4.94,19.76,0,0.0,0.0,8.22,31.7,23.48,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3883,4329,3535,1999,0,3,33,0.0,19.96,2.34,7.01,0,0.0,0.0,2.35,31.7,29.36,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3884,4330,4186,1999,0,2,30,0.0,34.05,12.25,24.51,0,0.0,0.0,14.09,14.09,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3885,4331,4865,1999,4,4,38,0.0,43.45,3.02,12.1,0,0.0,0.0,2.94,2.94,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3886,4332,6541,1999,1,6,39,0.82,17.61,5.78,34.68,0,0.0,0.0,24.31,94.76,70.45,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3887,4333,5105,1999,0,1,44,0.0,7.05,8.43,8.43,0,0.0,0.0,0.0,35.23,35.23,Divorced,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3889,4335,6196,1999,0,3,30,0.0,34.05,2.27,6.81,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3890,4336,2838,1999,0,5,49,1.41,41.1,3.3,16.5,0,0.0,0.0,9.63,33.11,23.48,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3891,4337,2298,1999,0,3,36,0.0,8.22,6.42,19.26,0,0.0,0.0,1.17,1.17,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3892,4338,2840,1999,1,7,50,0.0,11.27,3.94,27.55,0,0.0,0.0,-2.35,37.58,39.92,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3893,4339,3910,1999,1,4,30,0.0,14.33,3.02,12.09,0,0.0,0.0,0.89,0.89,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3895,4341,5597,1999,3,3,32,0.01,5.71,5.29,15.88,0,0.0,0.0,0.01,0.01,0.0,Divorced,unemployed,college,AmericanIndian,noneFinance,renter,High,No,20-40,1990s
3896,4342,3536,1999,2,1,33,0.18,35.23,15.7,15.7,0,0.0,0.0,0.18,0.18,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
3897,4343,95,1999,1,4,37,0.0,0.0,5.51,22.03,0,0.0,0.0,2.7,8.57,5.87,Divorced,unemployed,highSchool,AmericanIndian,noneFinance,owner,Low,No,20-40,1990s
3899,4345,3322,1999,1,2,51,3.05,55.19,14.29,28.58,0,0.0,0.0,34.29,36.05,1.76,Married,employed,highSchool,AmericanIndian,noneFinance,owner,Low,No,40-60,1990s
3901,4347,3548,1999,1,4,38,0.0,49.83,6.67,26.67,0,0.0,0.0,11.16,21.72,10.57,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3902,4348,1334,1999,0,4,43,0.0,46.73,7.92,31.68,0,0.0,0.0,21.14,21.14,0.0,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3903,4349,4555,1999,0,4,31,2.11,29.36,3.37,13.49,0,0.0,0.0,3.25,3.25,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3905,4351,6916,1999,1,3,48,0.82,43.45,6.94,20.81,1,14.09,0.0,25.83,46.97,21.14,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3908,4354,1166,1999,0,4,44,0.94,45.8,6.16,24.62,0,0.0,0.0,10.33,27.95,17.61,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3909,4355,5303,1999,1,5,47,0.12,34.05,2.42,12.09,0,0.0,0.0,0.12,58.83,58.71,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3910,4356,1314,1999,0,1,55,0.0,70.45,25.95,25.95,0,0.0,0.0,0.0,19.96,19.96,Separated,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3911,4357,3562,1999,0,1,50,0.0,21.14,10.27,10.27,0,0.0,0.0,5.87,146.74,140.86,Divorced,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3912,4358,228,1999,0,1,35,0.0,17.77,7.88,7.88,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3914,4361,1614,1999,3,3,44,0.7,0.0,8.62,25.87,0,0.0,0.0,-38.05,32.41,70.45,Widowed,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3915,4362,2641,1999,1,7,39,0.0,0.0,4.66,32.65,0,0.0,0.0,2.35,19.96,17.61,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3916,4363,1513,1999,0,4,37,0.23,4.7,8.35,33.39,0,0.0,0.0,47.2,64.82,17.61,Married,unemployed,college,Black,noneFinance,owner,High,No,20-40,1990s
3917,4364,1821,1999,0,3,46,0.7,12.09,3.91,11.72,0,0.0,0.0,3.64,27.12,23.48,neverMarried,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3918,4365,282,1999,1,3,43,1.06,17.97,7.32,21.96,0,0.0,0.0,6.34,12.21,5.87,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3919,4366,1247,1999,3,3,35,0.35,16.44,8.11,24.32,0,0.0,0.0,2.7,47.32,44.62,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
3920,4367,5159,1999,0,4,45,1.17,81.73,6.28,25.11,0,0.0,0.0,6.46,65.17,58.71,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3922,4369,351,1999,0,4,42,0.23,46.97,5.38,21.52,0,0.0,0.0,0.23,47.2,46.97,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
3924,4371,2810,1999,1,3,41,2.0,51.67,10.41,31.22,0,0.0,0.0,14.91,26.66,11.74,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
3925,4372,2582,1999,0,4,38,0.0,14.68,2.1,8.41,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s
3928,4375,1537,1999,0,5,41,0.0,22.9,11.76,58.78,0,0.0,0.0,22.31,86.89,64.58,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3929,4376,3274,1999,1,1,37,0.0,34.05,4.08,4.08,0,0.0,0.0,-2.82,-2.82,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s
3930,4377,3079,1999,0,2,35,0.0,34.05,12.45,24.91,0,0.0,0.0,0.82,83.02,82.2,neverMarried,employed,college,otherRace,noneFinance,owner,High,No,20-40,1990s
3931,4378,6479,1999,6,3,36,0.0,11.86,3.76,11.28,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
3932,4379,2241,1999,0,2,58,0.0,25.83,6.51,13.01,0,0.0,0.0,38.75,61.06,22.31,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
3933,4380,3160,1999,0,1,44,5.87,35.23,20.19,20.19,0,0.0,0.0,8.22,54.02,45.8,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
3934,4381,3227,1999,0,1,40,0.7,49.32,19.02,19.02,0,0.0,0.0,-0.47,-0.47,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s
3935,4382,2047,1999,0,1,34,0.0,25.83,14.86,14.86,0,0.0,0.0,-1.53,-1.53,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
